j-coordinate,Xzz
"(0.0, -2.0, 3.0)",3.381774778253952e-05
"(0.0, 2.0, -3.0)",3.381774778253953e-05
"(0.0, 3.0, -2.0)",3.381774778253952e-05
"(-2.0, -5.0, -3.0)",4.01404469998467e-05
"(-2.0, -3.0, -5.0)",4.01404469998467e-05
"(2.0, 3.0, 5.0)",4.0140446999846695e-05
"(2.0, 5.0, 3.0)",4.014044699984669e-05
"(-3.0, -5.0, -2.0)",-0.00024208060482161262
"(-3.0, -2.0, -5.0)",-0.00024208060482161262
"(3.0, 2.0, 5.0)",-0.00024208060482161257
"(3.0, 5.0, 2.0)",-0.00024208060482161257
"(-5.0, -3.0, -2.0)",-7.964466750181962e-06
"(-5.0, -2.0, -3.0)",-7.964466750181962e-06
"(5.0, 2.0, 3.0)",-7.964466750181958e-06
"(5.0, 3.0, 2.0)",-7.964466750181958e-06
"(-2.0, 1.0, 3.0)",0.00032802109977471216
"(2.0, -1.0, -3.0)",0.0003280210997747124
"(-2.0, 3.0, 1.0)",0.0003280210997747121
"(2.0, -3.0, -1.0)",0.00032802109977471237
"(-3.0, -1.0, 2.0)",-0.00012331603198113684
"(-3.0, 2.0, -1.0)",-0.0001233160319811369
"(3.0, -2.0, 1.0)",-0.00012331603198113697
"(3.0, 1.0, -2.0)",-0.000123316031981137
"(-1.0, -3.0, 2.0)",-0.00010225695058271686
"(-1.0, 2.0, -3.0)",-0.0001022569505827169
"(1.0, -2.0, 3.0)",-0.00010225695058271688
"(1.0, 3.0, -2.0)",-0.00010225695058271686
"(-3.0, -5.0, -4.0)",-4.368395649767302e-05
"(-3.0, -4.0, -5.0)",-4.368395649767302e-05
"(3.0, 4.0, 5.0)",-4.3683956497673006e-05
"(3.0, 5.0, 4.0)",-4.3683956497673006e-05
"(-4.0, -5.0, -3.0)",3.3236740480117495e-05
"(-4.0, -3.0, -5.0)",3.3236740480117495e-05
"(4.0, 3.0, 5.0)",3.3236740480117495e-05
"(4.0, 5.0, 3.0)",3.323674048011749e-05
"(-5.0, -4.0, -3.0)",0.00018940514073840928
"(-5.0, -3.0, -4.0)",0.00018940514073840928
"(5.0, 3.0, 4.0)",0.00018940514073840928
"(5.0, 4.0, 3.0)",0.00018940514073840928
"(-1.0, -2.0, -5.0)",-0.00013450153022135717
"(1.0, 2.0, 5.0)",-0.00013450153022135714
"(-1.0, -5.0, -2.0)",-0.00013450153022135717
"(1.0, 5.0, 2.0)",-0.00013450153022135714
"(-2.0, -1.0, -5.0)",2.0141573668534194e-05
"(2.0, 1.0, 5.0)",2.0141573668534194e-05
"(-2.0, -5.0, -1.0)",2.0141573668534194e-05
"(2.0, 5.0, 1.0)",2.0141573668534187e-05
"(-1.0, 1.0, 4.0)",0.0001274270655982897
"(1.0, -1.0, -4.0)",0.0001274270655982897
"(-1.0, 4.0, 1.0)",0.0001274270655982897
"(1.0, -4.0, -1.0)",0.0001274270655982897
"(-3.0, 1.0, 2.0)",-8.126382475047016e-05
"(-3.0, 2.0, 1.0)",-8.126382475047016e-05
"(3.0, -2.0, -1.0)",-8.126382475047017e-05
"(3.0, -1.0, -2.0)",-8.12638247504702e-05
"(-5.0, -1.0, -2.0)",-8.855803497739491e-05
"(5.0, 1.0, 2.0)",-8.85580349773949e-05
