i;j;j-coordinate;N_k;Xzz
1;1;(3.0, -2.0, -1.0);269;-4.983495e-05
1;1;(3.0, -1.0, -2.0);269;-4.983495e-05
1;1;(-5.0, -1.0, -2.0);269;-7.64335e-05
1;1;(5.0, 1.0, 2.0);269;-7.64335e-05
1;1;(-5.0, -2.0, -1.0);269;-7.64335e-05
1;1;(5.0, 2.0, 1.0);269;-7.64335e-05
1;1;(-1.0, 1.0, -4.0);261;0.0001655215
1;1;(1.0, -1.0, 4.0);261;0.0001655215
1;1;(-1.0, -4.0, 1.0);261;0.0001655215
1;1;(1.0, 4.0, -1.0);261;0.0001655215
1;1;(-4.0, -1.0, 1.0);267;6.8917e-06
1;1;(-4.0, 1.0, -1.0);267;6.8917e-06
1;1;(4.0, -1.0, 1.0);267;6.8917e-06
1;1;(4.0, 1.0, -1.0);267;6.8917e-06
1;1;(-2.0, -1.0, 3.0);265;2.034015e-05
1;1;(2.0, 1.0, -3.0);265;2.034015e-05
1;1;(-2.0, 3.0, -1.0);265;2.034015e-05
1;1;(2.0, -3.0, 1.0);265;2.034015e-05
1;1;(-1.0, -2.0, 3.0);265;-0.000156152
1;1;(-1.0, 3.0, -2.0);265;-0.000156152
1;1;(1.0, -3.0, 2.0);265;-0.000156152
1;1;(1.0, 2.0, -3.0);265;-0.000156152
1;1;(-2.0, -5.0, -4.0);265;-8.76425e-05
1;1;(-2.0, -4.0, -5.0);265;-8.76425e-05
1;1;(2.0, 4.0, 5.0);265;-8.76425e-05
1;1;(2.0, 5.0, 4.0);265;-8.76425e-05
1;1;(-4.0, -5.0, -4.0);267;-5.7498e-05
1;1;(-4.0, -4.0, -5.0);267;-5.7498e-05
1;1;(4.0, 4.0, 5.0);267;-5.7498e-05
1;1;(4.0, 5.0, 4.0);267;-5.7498e-05
1;1;(-5.0, -4.0, -4.0);267;0.0001409845
1;1;(5.0, 4.0, 4.0);267;0.0001409845
1;1;(-1.0, -3.0, -5.0);261;-0.000300844
1;1;(1.0, 3.0, 5.0);261;-0.000300844
1;1;(-1.0, -5.0, -3.0);261;-0.000300844
1;1;(1.0, 5.0, 3.0);261;-0.000300844
1;1;(-4.0, -2.0, -5.0);257;-0.000350494
1;1;(4.0, 2.0, 5.0);257;-0.000350494
1;1;(-4.0, -5.0, -2.0);257;-0.000350494
1;1;(4.0, 5.0, 2.0);257;-0.000350494
1;1;(-1.0, 2.0, 4.0);259;0.0001564695
1;1;(-1.0, 4.0, 2.0);259;0.0001564695
